,image_id,label,source,0,fold_0,fold_1,fold_2,fold_3,fold_4,fold_5,fold_6
8566,extra-image-12512.jpg,nan,extra,nan,train,train,train,train,train,train,train
8567,extra-image-11769.jpg,nan,extra,nan,train,train,train,train,train,train,train
8568,extra-image-7234.jpg,nan,extra,nan,train,train,train,train,train,train,train
8569,extra-image-13624.jpg,nan,extra,nan,train,train,train,train,train,train,train
8570,extra-image-15719.jpg,nan,extra,nan,train,train,train,train,train,train,train
8571,extra-image-14413.jpg,nan,extra,nan,train,train,train,train,train,train,train
8572,extra-image-2628.jpg,nan,extra,nan,train,train,train,train,train,train,train
8573,extra-image-15725.jpg,nan,extra,nan,train,train,train,train,train,train,train
8574,extra-image-13354.jpg,nan,extra,nan,train,train,train,train,train,train,train
8575,extra-image-15731.jpg,nan,extra,nan,train,train,train,train,train,train,train
8576,extra-image-13340.jpg,nan,extra,nan,train,train,train,train,train,train,train
8577,extra-image-6472.jpg,nan,extra,nan,train,train,train,train,train,train,train
8578,extra-image-13341.jpg,nan,extra,nan,train,train,train,train,train,train,train
8579,extra-image-6473.jpg,nan,extra,nan,train,train,train,train,train,train,train
8580,extra-image-2615.jpg,nan,extra,nan,train,train,train,train,train,train,train
8581,extra-image-13355.jpg,nan,extra,nan,train,train,train,train,train,train,train
8582,extra-image-15724.jpg,nan,extra,nan,train,train,train,train,train,train,train
8583,extra-image-14412.jpg,nan,extra,nan,train,train,train,train,train,train,train
8584,extra-image-332.jpg,nan,extra,nan,train,train,train,train,train,train,train
8585,extra-image-12711.jpg,nan,extra,nan,train,train,train,train,train,train,train
8586,extra-image-8310.jpg,nan,extra,nan,train,train,train,train,train,train,train
8587,extra-image-11595.jpg,nan,extra,nan,train,train,train,train,train,train,train
8588,extra-image-13625.jpg,nan,extra,nan,train,train,train,train,train,train,train
8589,extra-image-13619.jpg,nan,extra,nan,train,train,train,train,train,train,train
8590,extra-image-12507.jpg,nan,extra,nan,train,train,train,train,train,train,train
8591,extra-image-11768.jpg,nan,extra,nan,train,train,train,train,train,train,train
8592,extra-image-4728.jpg,nan,extra,nan,train,train,train,train,train,train,train
8593,extra-image-3721.jpg,nan,extra,nan,train,train,train,train,train,train,train
8594,extra-image-12513.jpg,nan,extra,nan,train,train,train,train,train,train,train
8595,extra-image-6881.jpg,nan,extra,nan,train,train,train,train,train,train,train
8596,extra-image-871.jpg,nan,extra,nan,train,train,train,train,train,train,train
8597,extra-image-7590.jpg,nan,extra,nan,train,train,train,train,train,train,train
8598,extra-image-11620.jpg,nan,extra,nan,train,train,train,train,train,train,train
8599,extra-image-2205.jpg,nan,extra,nan,train,train,train,train,train,train,train
8600,extra-image-2211.jpg,nan,extra,nan,train,train,train,train,train,train,train
8601,extra-image-8714.jpg,nan,extra,nan,train,train,train,train,train,train,train
8602,extra-image-7341.jpg,nan,extra,nan,train,train,train,train,train,train,train
8603,extra-image-11608.jpg,nan,extra,nan,train,train,train,train,train,train,train
8604,extra-image-7355.jpg,nan,extra,nan,train,train,train,train,train,train,train
8605,extra-image-736.jpg,nan,extra,nan,train,train,train,train,train,train,train
8606,extra-image-8700.jpg,nan,extra,nan,train,train,train,train,train,train,train
8607,extra-image-11185.jpg,nan,extra,nan,train,train,train,train,train,train,train
8608,extra-image-14943.jpg,nan,extra,nan,train,train,train,train,train,train,train
8609,extra-image-14957.jpg,nan,extra,nan,train,train,train,train,train,train,train
8610,extra-image-3872.jpg,nan,extra,nan,train,train,train,train,train,train,train
8611,extra-image-11191.jpg,nan,extra,nan,train,train,train,train,train,train,train
8612,extra-image-3319.jpg,nan,extra,nan,train,train,train,train,train,train,train
8613,extra-image-9152.jpg,nan,extra,nan,train,train,train,train,train,train,train
8614,extra-image-9146.jpg,nan,extra,nan,train,train,train,train,train,train,train
8615,extra-image-3325.jpg,nan,extra,nan,train,train,train,train,train,train,train
8616,extra-image-10066.jpg,nan,extra,nan,train,train,train,train,train,train,train
8617,extra-image-11393.jpg,nan,extra,nan,train,train,train,train,train,train,train
8618,extra-image-285.jpg,nan,extra,nan,train,train,train,train,train,train,train
8619,extra-image-3482.jpg,nan,extra,nan,train,train,train,train,train,train,train
8620,extra-image-3496.jpg,nan,extra,nan,train,train,train,train,train,train,train
8621,extra-image-11391.jpg,nan,extra,nan,train,train,train,train,train,train,train
8622,extra-image-8514.jpg,nan,extra,nan,train,train,train,train,train,train,train
8623,extra-image-14202.jpg,nan,extra,nan,train,train,train,train,train,train,train
8624,extra-image-10070.jpg,nan,extra,nan,train,train,train,train,train,train,train
8625,extra-image-8528.jpg,nan,extra,nan,train,train,train,train,train,train,train
8626,extra-image-9150.jpg,nan,extra,nan,train,train,train,train,train,train,train
8627,extra-image-9144.jpg,nan,extra,nan,train,train,train,train,train,train,train
8628,extra-image-87.jpg,nan,extra,nan,train,train,train,train,train,train,train
8629,extra-image-11187.jpg,nan,extra,nan,train,train,train,train,train,train,train
8630,extra-image-3870.jpg,nan,extra,nan,train,train,train,train,train,train,train
8631,extra-image-14955.jpg,nan,extra,nan,train,train,train,train,train,train,train
8632,extra-image-7343.jpg,nan,extra,nan,train,train,train,train,train,train,train
8633,extra-image-3125.jpg,nan,extra,nan,train,train,train,train,train,train,train
8634,extra-image-8702.jpg,nan,extra,nan,train,train,train,train,train,train,train
8635,extra-image-734.jpg,nan,extra,nan,train,train,train,train,train,train,train
8636,extra-image-7357.jpg,nan,extra,nan,train,train,train,train,train,train,train
8637,extra-image-2207.jpg,nan,extra,nan,train,train,train,train,train,train,train
8638,extra-image-3119.jpg,nan,extra,nan,train,train,train,train,train,train,train
8639,extra-image-11622.jpg,nan,extra,nan,train,train,train,train,train,train,train
8640,extra-image-2213.jpg,nan,extra,nan,train,train,train,train,train,train,train
8641,extra-image-4919.jpg,nan,extra,nan,train,train,train,train,train,train,train
8642,extra-image-6868.jpg,nan,extra,nan,train,train,train,train,train,train,train
8643,extra-image-8851.jpg,nan,extra,nan,train,train,train,train,train,train,train
8644,extra-image-8689.jpg,nan,extra,nan,train,train,train,train,train,train,train
8645,extra-image-7237.jpg,nan,extra,nan,train,train,train,train,train,train,train
8646,extra-image-12505.jpg,nan,extra,nan,train,train,train,train,train,train,train
8647,extra-image-1120.jpg,nan,extra,nan,train,train,train,train,train,train,train
8648,extra-image-11018.jpg,nan,extra,nan,train,train,train,train,train,train,train
8649,extra-image-12511.jpg,nan,extra,nan,train,train,train,train,train,train,train
8650,extra-image-10448.jpg,nan,extra,nan,train,train,train,train,train,train,train
8651,extra-image-4716.jpg,nan,extra,nan,train,train,train,train,train,train,train
8652,extra-image-11597.jpg,nan,extra,nan,train,train,train,train,train,train,train
8653,extra-image-330.jpg,nan,extra,nan,train,train,train,train,train,train,train
8654,extra-image-15068.jpg,nan,extra,nan,train,train,train,train,train,train,train
8655,extra-image-14410.jpg,nan,extra,nan,train,train,train,train,train,train,train
8656,extra-image-12713.jpg,nan,extra,nan,train,train,train,train,train,train,train
8657,extra-image-3509.jpg,nan,extra,nan,train,train,train,train,train,train,train
8658,extra-image-2617.jpg,nan,extra,nan,train,train,train,train,train,train,train
8659,extra-image-15726.jpg,nan,extra,nan,train,train,train,train,train,train,train
8660,extra-image-13357.jpg,nan,extra,nan,train,train,train,train,train,train,train
8661,extra-image-15727.jpg,nan,extra,nan,train,train,train,train,train,train,train
8662,extra-image-2616.jpg,nan,extra,nan,train,train,train,train,train,train,train
8663,extra-image-3508.jpg,nan,extra,nan,train,train,train,train,train,train,train
8664,extra-image-13342.jpg,nan,extra,nan,train,train,train,train,train,train,train
8665,extra-image-8313.jpg,nan,extra,nan,train,train,train,train,train,train,train
8666,extra-image-12712.jpg,nan,extra,nan,train,train,train,train,train,train,train
8667,extra-image-15069.jpg,nan,extra,nan,train,train,train,train,train,train,train
8668,extra-image-331.jpg,nan,extra,nan,train,train,train,train,train,train,train
8669,extra-image-14411.jpg,nan,extra,nan,train,train,train,train,train,train,train
8670,extra-image-8307.jpg,nan,extra,nan,train,train,train,train,train,train,train
8671,extra-image-11596.jpg,nan,extra,nan,train,train,train,train,train,train,train
8672,extra-image-4717.jpg,nan,extra,nan,train,train,train,train,train,train,train
8673,extra-image-10449.jpg,nan,extra,nan,train,train,train,train,train,train,train
8674,extra-image-11757.jpg,nan,extra,nan,train,train,train,train,train,train,train
8675,extra-image-6882.jpg,nan,extra,nan,train,train,train,train,train,train,train
8676,extra-image-12504.jpg,nan,extra,nan,train,train,train,train,train,train,train
8677,extra-image-4918.jpg,nan,extra,nan,train,train,train,train,train,train,train
8678,extra-image-3093.jpg,nan,extra,nan,train,train,train,train,train,train,train
8679,extra-image-4924.jpg,nan,extra,nan,train,train,train,train,train,train,train
8680,extra-image-7593.jpg,nan,extra,nan,train,train,train,train,train,train,train
8681,extra-image-2212.jpg,nan,extra,nan,train,train,train,train,train,train,train
8682,extra-image-11623.jpg,nan,extra,nan,train,train,train,train,train,train,train
8683,extra-image-3118.jpg,nan,extra,nan,train,train,train,train,train,train,train
8684,extra-image-2206.jpg,nan,extra,nan,train,train,train,train,train,train,train
8685,extra-image-4139.jpg,nan,extra,nan,train,train,train,train,train,train,train
8686,extra-image-8703.jpg,nan,extra,nan,train,train,train,train,train,train,train
8687,extra-image-7356.jpg,nan,extra,nan,train,train,train,train,train,train,train
8688,extra-image-735.jpg,nan,extra,nan,train,train,train,train,train,train,train
8689,extra-image-7342.jpg,nan,extra,nan,train,train,train,train,train,train,train
8690,extra-image-3871.jpg,nan,extra,nan,train,train,train,train,train,train,train
8691,extra-image-14954.jpg,nan,extra,nan,train,train,train,train,train,train,train
8692,extra-image-11186.jpg,nan,extra,nan,train,train,train,train,train,train,train
8693,extra-image-1928.jpg,nan,extra,nan,train,train,train,train,train,train,train
8694,extra-image-9145.jpg,nan,extra,nan,train,train,train,train,train,train,train
8695,extra-image-8529.jpg,nan,extra,nan,train,train,train,train,train,train,train
8696,extra-image-9151.jpg,nan,extra,nan,train,train,train,train,train,train,train
8697,extra-image-14203.jpg,nan,extra,nan,train,train,train,train,train,train,train
8698,extra-image-10065.jpg,nan,extra,nan,train,train,train,train,train,train,train
8699,extra-image-8515.jpg,nan,extra,nan,train,train,train,train,train,train,train
8700,extra-image-13593.jpg,nan,extra,nan,train,train,train,train,train,train,train
8701,extra-image-3497.jpg,nan,extra,nan,train,train,train,train,train,train,train
8702,extra-image-5974.jpg,nan,extra,nan,train,train,train,train,train,train,train
8703,extra-image-13597.jpg,nan,extra,nan,train,train,train,train,train,train,train
8704,extra-image-11394.jpg,nan,extra,nan,train,train,train,train,train,train,train
8705,extra-image-3487.jpg,nan,extra,nan,train,train,train,train,train,train,train
8706,extra-image-3493.jpg,nan,extra,nan,train,train,train,train,train,train,train
8707,extra-image-9141.jpg,nan,extra,nan,train,train,train,train,train,train,train
8708,extra-image-8511.jpg,nan,extra,nan,train,train,train,train,train,train,train
8709,extra-image-14207.jpg,nan,extra,nan,train,train,train,train,train,train,train
8710,extra-image-14213.jpg,nan,extra,nan,train,train,train,train,train,train,train
8711,extra-image-10075.jpg,nan,extra,nan,train,train,train,train,train,train,train
8712,extra-image-8505.jpg,nan,extra,nan,train,train,train,train,train,train,train
8713,extra-image-14944.jpg,nan,extra,nan,train,train,train,train,train,train,train
8714,extra-image-11196.jpg,nan,extra,nan,train,train,train,train,train,train,train
8715,extra-image-3875.jpg,nan,extra,nan,train,train,train,train,train,train,train
8716,extra-image-3685.jpg,nan,extra,nan,train,train,train,train,train,train,train
8717,extra-image-2202.jpg,nan,extra,nan,train,train,train,train,train,train,train
8718,extra-image-11627.jpg,nan,extra,nan,train,train,train,train,train,train,train
8719,extra-image-7346.jpg,nan,extra,nan,train,train,train,train,train,train,train
8720,extra-image-3108.jpg,nan,extra,nan,train,train,train,train,train,train,train
8721,extra-image-725.jpg,nan,extra,nan,train,train,train,train,train,train,train
8722,extra-image-3120.jpg,nan,extra,nan,train,train,train,train,train,train,train
8723,extra-image-7352.jpg,nan,extra,nan,train,train,train,train,train,train,train
8724,extra-image-1045.jpg,nan,extra,nan,train,train,train,train,train,train,train
8725,extra-image-8707.jpg,nan,extra,nan,train,train,train,train,train,train,train
8726,extra-image-3652.jpg,nan,extra,nan,train,train,train,train,train,train,train
8727,extra-image-8698.jpg,nan,extra,nan,train,train,train,train,train,train,train
8728,extra-image-4908.jpg,nan,extra,nan,train,train,train,train,train,train,train
8729,extra-image-8854.jpg,nan,extra,nan,train,train,train,train,train,train,train
8730,extra-image-6879.jpg,nan,extra,nan,train,train,train,train,train,train,train
8731,extra-image-7597.jpg,nan,extra,nan,train,train,train,train,train,train,train
8732,extra-image-4920.jpg,nan,extra,nan,train,train,train,train,train,train,train
8733,extra-image-3097.jpg,nan,extra,nan,train,train,train,train,train,train,train
8734,extra-image-686.jpg,nan,extra,nan,train,train,train,train,train,train,train
8735,extra-image-1119.jpg,nan,extra,nan,train,train,train,train,train,train,train
8736,extra-image-13622.jpg,nan,extra,nan,train,train,train,train,train,train,train
8737,extra-image-12528.jpg,nan,extra,nan,train,train,train,train,train,train,train
8738,extra-image-12500.jpg,nan,extra,nan,train,train,train,train,train,train,train
8739,extra-image-11009.jpg,nan,extra,nan,train,train,train,train,train,train,train
8740,extra-image-7232.jpg,nan,extra,nan,train,train,train,train,train,train,train
8741,extra-image-6886.jpg,nan,extra,nan,train,train,train,train,train,train,train
8742,extra-image-12514.jpg,nan,extra,nan,train,train,train,train,train,train,train
8743,extra-image-490.jpg,nan,extra,nan,train,train,train,train,train,train,train
8744,extra-image-2835.jpg,nan,extra,nan,train,train,train,train,train,train,train
8745,extra-image-14429.jpg,nan,extra,nan,train,train,train,train,train,train,train
